Lambda_Values,Tau_0_Values,IsIrreducible,Tau_tilde_bounds,IsTransitionPoint
209.0,10.279335354436599,true,124.83796243544863,false
210.0,10.280362591965398,true,125.13198855887661,false
211.0,10.281383388859712,true,125.42653999630997,false
212.0,10.282397827206504,true,125.7215874034518,false
213.0,9.49389075259081,true,95.79280485546879,false
215.0,10.285403783013845,true,126.60942716810072,false
216.0,10.286393570041618,true,126.90618480480917,false
217.0,10.287377380975645,true,127.20330601435842,false
218.0,10.288355287109598,true,127.50076678522963,false
219.0,10.289327358125785,true,127.79854381119401,false
220.0,10.290293662142368,true,128.09661444653037,false
221.0,10.291254265758512,true,128.3949566636031,false
222.0,10.292209234097442,true,128.6935490125706,false
223.0,9.503970109946994,true,99.80846333264047,false
224.0,10.294102518302607,true,129.29140096779196,false
226.0,10.295974007747844,true,129.89000885763787,false
227.0,10.296901727679886,true,130.18954775668067,false
229.0,10.29874140336221,true,130.78900178539962,false
230.0,10.299653469623273,true,131.08888045456763,false
231.0,10.300560426547268,true,131.3888364152577,false
232.0,10.301462326495562,true,131.68885213943216,false
233.0,10.302359220720934,true,131.98891033203535,false
236.0,10.30502036548439,true,132.8891697304655,false
238.0,10.306770325360704,true,133.4892461173548,false
239.0,10.307638202542307,true,133.7892058027434,false
241.0,10.309359972136436,true,134.38888634140227,false
242.0,10.310213950054338,true,134.68857456683762,false
245.0,10.312748750419216,true,135.58683508044055,false
246.0,10.313584771562903,true,135.88593246636952,false
248.0,10.315243674333471,true,136.48354354437933,false
249.0,10.316066629374674,true,136.78202358387625,false
250.0,10.316885301111672,true,137.08026388651615,false
251.0,10.317699724240786,true,137.3782471294222,false
252.0,10.318509932671745,true,137.67595573738407,false
253.0,10.31931595953629,true,137.973371851027,false
254.0,10.320117837196065,true,138.2704772933369,false
255.0,10.320915597249497,true,138.56725353474806,false
256.0,10.321709270538111,true,138.8636816559345,false
257.0,10.32249888715183,true,139.15974230873823,false
259.0,10.324066066982173,true,139.75068142029866,false
261.0,10.325617362575478,true,140.33990585884698,false
263.0,10.327152987932385,true,140.92724078709577,false
264.0,10.32791498791421,true,141.22014192233937,false
266.0,10.329427483276486,true,141.80428875127967,false
267.0,10.330178024730404,true,142.09548249260516,false
269.0,10.331667804689166,true,142.6759726443552,false
272.0,10.333874522592588,true,143.54151283954366,false
273.0,10.334602717221573,true,143.8285101770113,false
277.0,10.312890600148394,true,157.0307834748211,false
279.0,10.343270655491557,true,132.97800618657783,false
281.0,10.340297774949232,true,146.09151981622756,false
285.0,10.343059576217755,true,147.1958040212871,false
286.0,10.343741188116583,true,147.4683475460448,false
288.0,10.345093831664817,true,148.0086117852838,false
289.0,9.567980018238284,true,126.24629808822644,false
290.0,10.348268753810341,true,134.45860196139265,false
291.0,10.347096342378318,true,148.8053789290182,false
294.0,10.349066996227418,true,149.58264434775333,false
295.0,10.349716755393253,true,149.83662214296177,false
296.0,10.350362925838681,true,150.08769543998267,false
297.0,10.35100548673102,true,150.33561110657615,false
298.0,10.351705732232935,true,136.07307273944835,false
299.0,10.352125267656005,true,136.27622118976532,false
300.0,10.352542633967502,true,136.47964762082714,true
