Lambda_Values,Tau_0_Values,IsIrreducible,Tau_tilde_bounds,IsTransitionPoint
11.0,8.231155933383718,true,13.750000005518006,false
12.0,8.280043327682561,true,14.749999990849762,false
13.0,8.321768323866015,true,15.749999969800337,false
14.0,8.360276012096659,true,16.74999991672964,false
16.0,8.434811512886446,true,18.749999637093804,false
17.0,8.47104536052536,true,19.74999909991323,false
18.0,8.506795625706781,true,20.749995872623916,false
19.0,9.20363134555442,true,22.937495460801756,false
20.0,8.570651253650322,true,22.749993200573172,false
21.0,9.265467564257143,true,24.937496842171658,false
22.0,9.293648230961104,true,25.746087831033275,false
23.0,9.320479313205645,true,25.750000063749237,false
24.0,9.34553161783184,true,26.750000030001317,false
25.0,9.368938368024097,true,27.74999998791857,false
26.0,9.39081730420924,true,28.749999939006024,false
27.0,9.411272521925007,true,29.749999885528204,false
28.0,9.430474766223467,true,30.749999829872927,false
29.0,9.449215394005934,true,31.749999762718737,false
30.0,9.467688358657961,true,32.749999675347674,false
31.0,9.48590454801273,true,33.749999558565015,false
32.0,9.503874130705663,true,34.749999396591704,false
33.0,9.52160662130024,true,35.749999159883174,false
36.0,9.57318801167033,true,38.74999794785309,false
38.0,9.603869615673256,true,40.74999803785903,false
39.0,8.893025746021722,true,40.499997169240004,false
40.0,9.63100872555984,true,42.74999820033326,false
41.0,9.643378744007624,true,43.74999829587032,false
42.0,9.655013355954603,true,44.74999839618594,false
43.0,9.665974237835256,true,45.749998375833236,false
45.0,9.687268870503923,true,47.74999716078362,false
47.0,9.708174199296188,true,49.7499939294895,false
48.0,9.718487267006168,true,50.74998899408052,false
49.0,8.983988442528744,true,45.635910150937654,false
51.0,9.748559437578141,true,52.500000007032845,false
52.0,9.757956109014671,true,53.49999992930443,false
54.0,9.775740981459064,true,55.499999768143226,false
55.0,9.784158712432198,true,56.4999996869996,false
56.0,9.79227823685433,true,57.49999960689949,false
57.0,9.800112276830877,true,58.499999528784556,false
58.0,9.807672839949857,true,59.499999453465946,false
59.0,9.814971268819141,true,60.49999938163283,false
60.0,9.822018286471357,true,61.49999931383145,false
63.0,9.842203114612778,true,64.49999905244294,false
64.0,9.848826708315936,true,65.49999893582284,false
65.0,9.855408904521596,true,66.49999980281999,false
66.0,9.084878256516003,true,48.54742446962173,false
67.0,9.8684524640165,true,68.49999846736031,false
68.0,9.874915169901945,true,69.49999825471754,false
69.0,9.881339444903029,true,70.49999800057161,false
71.0,9.894055532960278,true,72.4999974983718,false
73.0,9.906178837532327,true,74.4999974587569,false
76.0,9.923013547937007,true,77.49999743422715,false
77.0,9.928288557068743,true,78.49999743439746,false
79.0,9.938367524755762,true,80.49999744565402,false
80.0,9.943182259555067,true,81.4999974562011,false
84.0,9.961061511024422,true,85.49999752528875,false
86.0,9.969239566587671,true,87.49999757288072,false
87.0,9.97315365876434,true,88.49999759928555,false
88.0,9.976971406593256,true,89.49999748617164,false
89.0,9.980763908097282,true,90.49999724629959,false
90.0,9.984540134778033,true,91.49999697828433,false
91.0,9.988300297398563,true,92.49999667718754,false
92.0,9.992044602088292,true,93.49999633686723,false
93.0,9.995773250489625,true,94.49999594955028,false
94.0,9.999486439895682,true,95.49999550526348,false
95.0,10.003184363225529,true,96.49999507200654,false
96.0,10.006867154050465,true,97.49999871096344,false
97.0,10.010535164584164,true,98.49999367701422,false
98.0,10.014188408490499,true,99.49999282118031,false
99.0,10.01782711909409,true,100.49999177450857,false
100.0,9.20273450222565,true,59.72748503003773,false
101.0,10.025061632108423,true,102.49998878821069,false
103.0,10.032240052428763,true,104.49998345177919,false
105.0,10.039363675694492,true,106.49997126315196,false
108.0,10.049949077156839,true,109.49927536933968,false
109.0,10.053430874827608,true,109.05893858602494,false
110.0,10.056846289610903,true,108.96851453165385,false
111.0,10.060196509300528,true,108.87518879157147,false
112.0,10.063483175190278,true,108.7790877259552,false
113.0,10.066707876772718,true,108.68032108124129,false
114.0,10.069872153743338,true,108.57899356885927,false
115.0,10.072977497911598,true,108.47520638879031,false
116.0,10.076025355024502,true,108.36905765798643,false
117.0,10.079017126507173,true,108.26064260851335,false
118.0,10.081954171124885,true,108.15005371779272,false
120.0,10.087669310982387,true,107.92271116488413,false
121.0,10.090449924394,true,107.8061295709509,false
124.0,10.09849827608078,true,107.44572572784078,false
125.0,10.101087011016181,true,107.3222977095524,false
126.0,10.103630530038243,true,107.19734743838221,false
127.0,10.106129871671309,true,107.07094653352557,false
129.0,10.111000030093761,true,106.81406990223017,false
130.0,10.113372780186777,true,106.6837285256563,false
136.0,10.126869056892435,true,107.90030747693491,false
137.0,10.129059493803041,true,108.67130522714605,false
138.0,10.131244063819535,true,109.44225697832579,false
140.0,10.135595797298077,true,110.98401442957528,false
141.0,10.137763056102239,true,111.75481903688511,false
144.0,10.144230958836701,true,114.06692536190435,false
146.0,10.195033919785896,true,113.05307223698938,false
148.0,10.198716811533926,true,112.27057540731803,false
149.0,10.200505308208895,true,112.06125566083053,false
150.0,10.202263262389756,true,111.9257511254709,false
151.0,10.158813202643639,true,115.2167329279214,false
152.0,10.205696893614606,true,111.81078087707348,false
155.0,10.21066649473445,true,111.89669322733522,false
156.0,10.212279788831927,true,111.97358422446796,false
157.0,10.213873096645855,true,112.06918904593003,false
158.0,10.215447241006224,true,112.18119550063231,false
159.0,10.21700296551109,true,112.30770029470088,false
160.0,10.218540947120712,true,112.44711569302338,false
161.0,10.220061806049923,true,112.59810180013358,false
162.0,10.2215661136715,true,112.759516376915,false
163.0,10.223054398912932,true,112.93037694111716,false
165.0,10.225984836350966,true,113.2971368046324,false
166.0,10.227427877131424,true,113.49163863744029,false
167.0,10.228856679440264,true,113.69275938570655,false
168.0,9.391320832249697,true,96.60912953289461,false
169.0,10.231673015181308,true,114.11285968682837,false
170.0,10.233061299842781,true,114.3309687002078,false
171.0,10.234436799456013,true,114.55394230953532,false
172.0,9.451353809785129,true,79.29606397091374,false
173.0,10.237150389380323,true,115.01317968229681,false
174.0,10.238489101306062,true,115.24886246259608,false
175.0,10.23981611561266,true,115.48824357622712,false
176.0,10.241131685709373,true,115.7310919364348,false
178.0,10.243729453962061,true,116.22635914091293,false
179.0,10.245012107924184,true,116.47840280681609,false
180.0,10.246284230592005,true,116.73316007051046,false
181.0,10.247545975444677,true,116.99047757944366,false
182.0,10.248797646308416,true,117.25021047159618,false
183.0,10.250039434335198,true,117.51222560198887,false
184.0,10.251271365757638,true,117.77640142818981,false
185.0,10.25249377646867,true,118.04261959234907,false
186.0,10.253706838182248,true,118.31077182133781,false
188.0,10.256105256627148,true,118.85248403562058,false
189.0,10.257291087088594,true,119.12585708989043,false
190.0,10.258468042305239,true,119.40079670372555,false
191.0,10.259636478613055,true,119.67722049047396,false
192.0,9.472357119417289,true,87.35012611662866,false
193.0,10.26194788028966,true,120.23423323888903,false
194.0,10.263091273239054,true,120.51468260878988,false
196.0,10.265353824347772,true,121.0791554682574,false
197.0,10.266473281778765,true,121.36306151205869,false
198.0,10.267585019105352,true,121.64800777212459,false
199.0,10.26868915117639,true,121.93394294829088,false
200.0,10.269785789700688,true,122.22081819899921,false
201.0,10.270874990677624,true,122.50858771622921,false
202.0,10.27195701798948,true,122.79720486021799,false
203.0,10.273031816564938,true,123.08662944004068,false
204.0,10.274099486737915,true,123.37682088948202,false
205.0,10.275160284347333,true,123.66773820954421,false
206.0,10.276214146578264,true,123.95934640903148,false
207.0,10.27726121899953,true,124.25160910532465,false
