Lambda_Values,Tau_0_Values,IsIrreducible
234.0,8.077727777169141,true
235.0,8.08009841293348,true
236.0,8.082465333910957,true
237.0,8.084828559065398,true
238.0,8.0871881071928,true
239.0,8.089543996923416,true
240.0,8.091896246723877,true
242.0,8.096589899594951,true
243.0,8.098931338798966,true
244.0,8.101269210343576,true
245.0,8.10360353190739,true
246.0,8.105934321017227,true
247.0,8.108261595049976,true
248.0,8.110585371234418,true
249.0,8.11290566665305,true
250.0,8.11522249824385,true
251.0,8.117535882802022,true
252.0,8.119845836981723,true
253.0,8.122152377297754,true
254.0,8.124455520127224,true
255.0,8.1267552817112,true
256.0,8.12905167815631,true
260.0,8.138203930063948,true
261.0,8.14048373781902,true
262.0,8.142760274339308,true
263.0,8.145033554833603,true
264.0,8.147303594388339,true
265.0,8.14957040796898,true
266.0,8.151834010421418,true
267.0,8.154094416473338,true
269.0,8.158605697703342,true
270.0,8.160856601757747,true
272.0,8.165349008087098,true
273.0,8.167590538564447,true
274.0,8.169828972535685,true
276.0,8.174296606168216,true
277.0,8.176525833167906,true
279.0,8.18097517509497,true
280.0,8.183195316737423,true
281.0,8.18541245647336,true
282.0,8.187626607408196,true
283.0,8.189837782548457,true
284.0,8.192045994802845,true
285.0,8.194251256983291,true
287.0,8.19865298189243,true
288.0,8.200849469770377,true
289.0,8.203043057874902,true
290.0,8.205233758549333,true
291.0,8.207421584046234,true
292.0,8.209606546528358,true
293.0,8.211788658069587,true
294.0,8.213967930655855,true
295.0,8.216144376186069,true
297.0,8.220488833244206,true
298.0,8.222656868142852,true
299.0,8.224822122728634,true
300.0,8.226984608478602,true
