Lambda_Values,Tau_0_Values,IsIrreducible,Tau_tilde_bounds,IsTransitionPoint
54.0,5.374829464519683,true,26.31556244673291,false
55.0,5.392930161862263,true,26.726848780106014,false
56.0,5.410886739590252,true,27.13786693075905,false
57.0,5.428702664875285,true,27.548623929409143,false
58.0,5.446381266006412,true,27.95912650389796,false
59.0,5.463925740136631,true,28.36938109718024,false
60.0,5.4813391604783614,true,28.779393883960296,false
61.0,5.498624483051307,true,29.18917078627595,false
62.0,5.515784552689875,true,29.598717487028335,false
63.0,5.532822109186045,true,30.008039444449505,false
64.0,5.549739792487355,true,30.41714190358459,false
65.0,5.566540147816609,true,30.826029907990343,false
66.0,5.583225630407895,true,31.234708310424637,false
67.0,5.599798609940349,true,31.6431817828189,false
69.0,5.632616135441834,true,32.45953177633702,false
70.0,5.6488650291188875,true,32.86741681799671,false
71.0,5.66501012225012,true,33.275113986452595,false
72.0,5.6810534141895985,true,33.682627177699025,false
73.0,5.696996840163118,true,34.08996015453812,false
74.0,5.712842274136136,true,34.497116552883035,false
75.0,5.728591531517605,true,34.90409988767829,false
76.0,5.7442463717113235,true,35.31091355846961,false
77.0,5.759808500525286,true,35.7175608546461,false
78.0,5.775279572448342,true,36.12404496038847,false
80.0,5.8059549197861156,true,36.9365358388942,false
81.0,5.821162266392226,true,37.34254849458541,false
82.0,5.836284702248747,true,37.74840973377089,false
83.0,5.8513236553468015,true,38.15412227946409,false
84.0,5.86628051368728,true,38.559688773823595,false
85.0,5.881156626843124,true,38.9651117814803,false
86.0,5.895953307443637,true,39.37039379268513,false
87.0,5.910671832585256,true,39.77553722630461,false
88.0,5.925313445173232,true,40.18054443266255,false
89.0,5.939879355199746,true,40.58541769620663,false
90.0,5.954370740958895,true,40.990159238098734,false
91.0,5.968788750205979,true,41.394771218625955,false
92.0,5.983134501261778,true,41.79925573951855,false
93.0,5.997409084065926,true,42.20361484614814,false
94.0,6.0116135611819965,true,42.60785052962328,false
95.0,6.025748968756837,true,43.01196472879697,false
96.0,6.03981631743863,true,43.41595933208737,false
97.0,6.053816593249511,true,43.819836179457155,false
98.0,6.0677507584270245,true,44.22359706392118,false
99.0,6.081619752221229,true,44.627243733401876,false
100.0,6.095424491668455,true,45.03077789170348,false
101.0,6.109165872302232,true,45.434201202231904,false
102.0,6.122844768899432,true,45.83751528514072,false
103.0,6.13646203611031,true,46.24072172280227,false
104.0,6.150018509124849,true,46.643822059333985,false
105.0,6.163515004309713,true,47.04681780095946,false
106.0,6.176952293823145,true,47.44971064286575,false
109.0,6.216916904202098,true,48.65778393044649,false
110.0,6.230125135540675,true,49.060278145415076,false
111.0,6.243277922906792,true,49.46267610944173,false
112.0,6.256375966078343,true,49.86497910446558,false
113.0,6.269419950129587,true,50.267188383903495,false
114.0,6.282410545860231,true,50.66930517357366,false
116.0,6.308234186671341,true,51.473266053069246,false
118.0,6.33385198488302,true,52.27687102170579,false
119.0,6.346585203702738,true,52.67854344306863,false
120.0,6.359268807115929,true,53.08012967837639,false
121.0,6.371903375052307,true,53.48163089223184,false
122.0,6.384489429941435,true,53.8830489090266,false
124.0,6.409518298869952,true,54.68563824235071,false
125.0,6.421962199563067,true,55.08681151500943,false
126.0,6.434359785099808,true,55.48790511674203,false
128.0,6.459014281517681,true,56.28930885076665,false
129.0,6.471243501502431,true,56.68901738122084,false
130.0,6.48339574306654,true,57.08865254696947,false
131.0,6.495472148832216,true,57.48821518719332,false
132.0,6.5074738342491765,true,57.88770606393591,false
133.0,6.519401888282851,true,58.28712591789793,false
134.0,6.531257374334236,true,58.686475472786256,false
135.0,6.5430413310940425,true,59.085755433302005,false
136.0,6.554754773353676,true,59.4849664792526,false
137.0,6.566398692780982,true,59.884109252544576,false
138.0,6.577974058662719,true,60.28318432739962,false
139.0,6.589481818616093,true,60.682192129277134,false
140.0,6.600922899279229,true,61.08113260387099,false
141.0,6.6122982070096175,true,61.480003269254226,false
142.0,6.623608628116311,true,61.87879528289364,false
144.0,6.646029583701095,true,62.50907858598984,false
145.0,6.657131210757507,true,62.773494523205635,false
146.0,6.668160615341544,true,63.03758564237254,false
147.0,6.679118825660677,true,63.301354881258376,false
148.0,6.6900068471940095,true,63.564802644047326,false
149.0,6.700825663304094,true,63.827928627341535,false
150.0,6.711576235913713,true,64.09073243378747,false
152.0,6.732876394955949,true,64.6153721864513,false
153.0,6.743427803694269,true,64.87720768728947,false
154.0,6.753914614707475,true,65.13872013342356,false
155.0,6.764337691872642,true,65.39990953934388,false
156.0,6.7746978811293745,true,65.66077600922364,false
157.0,6.784996010989401,true,65.92131973224254,false
158.0,6.795232872269061,true,66.18154173649853,false
160.0,6.815526057318576,true,66.70101811158223,false
161.0,6.825583902971488,true,66.96027421576268,false
162.0,6.835583586950751,true,67.21920963336056,false
164.0,6.855411411027358,true,67.73612013226885,false
165.0,6.865240955013758,true,67.99409738211881,false
166.0,6.875015187471544,true,68.25175664872796,false
167.0,6.884734786958426,true,68.50909872973948,false
168.0,6.8944004191485115,true,68.76612446417221,false
169.0,6.904012737165321,true,69.0228347291549,false
170.0,6.913572381903682,true,69.27923043670269,false
171.0,6.923079982341791,true,69.53531253176064,false
172.0,6.932536155842672,true,69.7910819896598,false
173.0,6.94194148753945,true,70.04654011408637,false
175.0,6.960602099276167,true,70.5565249557817,false
176.0,6.969858516376064,true,70.81105413223712,false
178.0,6.988226411571154,true,71.31919116921654,false
179.0,6.997338966038941,true,71.57280162480778,false
181.0,7.015423980818063,true,72.07911176740721,false
182.0,7.024397481880304,true,72.33181379541438,false
184.0,7.042209006435591,true,72.83631771742786,false
185.0,7.051048018111549,true,73.08812202399716,false
186.0,7.059843174276604,true,73.33962951760076,false
190.0,7.094594597190265,true,74.34271602758315,false
191.0,7.10317742364285,true,74.59275800567347,false
193.0,7.1202201178409075,true,75.09197515185274,false
194.0,7.128680836244199,true,75.3411528383697,false
195.0,7.137101691285858,true,75.59004495003448,false
199.0,7.170394552758876,true,76.58278294006709,false
201.0,7.186812125335738,true,77.07747136986234,false
206.0,7.2272125158246245,true,78.30937178142173,false
212.0,7.2745295080499695,true,79.77874101457965,false
213.0,7.28229692493182,true,80.02270812951481,false
214.0,7.2900312578374065,true,80.2664134460275,false
215.0,8.872602388326568,true,48.06898073808771,false
216.0,7.305401892713386,true,80.75304355046762,false
220.0,7.335759345808658,true,81.72321542875046,false
227.0,7.387700610996775,true,83.41130595315458,false
228.0,7.395002056173145,true,83.65147156514145,false
229.0,7.4022745896538416,true,83.89139307741267,false
233.0,7.431080534016899,true,84.84866069229588,false
234.0,7.438212176352792,true,85.08737857315586,false
253.0,7.568743165256956,true,89.57912983099368,false
258.0,7.601625394295807,true,90.74782539240918,false
261.0,9.30808012488107,true,53.77516129643963,false
264.0,7.640337597127228,true,92.14324454911203,false
265.0,7.646712814175735,true,92.37508339999142,false
270.0,7.678269292402873,true,93.53119919860767,false
279.0,7.733776151624471,true,95.59955422196279,false
281.0,9.478951656231947,true,56.148883063008526,false
284.0,7.763925628810642,true,96.74179866607165,false
290.0,7.799485999724156,true,98.10622030073483,false
297.0,7.8401535569398035,true,99.68961067379118,false
299.0,7.851616061857006,true,100.14037337729006,true
