Lambda_Values,Tau_0_Values,IsIrreducible,Tau_tilde_bounds,IsTransitionPoint
2.0,3.3061091040111563,true,6.2716801111562095,false
3.0,3.487529650914788,true,5.708612666418817,false
4.0,3.6160120454861455,true,5.798394490015784,false
6.0,3.829800424116857,true,6.428326485035708,false
7.0,3.925282706074498,true,6.709633881104835,false
9.0,4.078980587288241,true,7.123699597669658,false
10.0,4.135700339164124,true,7.312047247473079,false
11.0,4.184808694776209,true,7.781898647595672,false
13.0,4.2773781226225,true,8.863405663728665,false
14.0,4.321341428328849,true,9.401934966897024,false
15.0,4.363954863039153,true,9.939180740385735,false
16.0,4.405338592164098,true,10.475263027609175,false
17.0,4.44559572201994,true,11.01028420549385,false
18.0,4.484815534686125,true,11.544332432117608,false
19.0,4.52307597161037,true,12.07748427756657,false
20.0,4.560445566714602,true,12.60980675063054,false
21.0,4.596984975610286,true,13.14135890079397,false
22.0,4.6327481953622796,true,13.67219307841252,false
23.0,4.676904799223599,true,14.41266098300642,false
24.0,4.706803152065296,true,14.943285163200855,false
25.0,4.763457894482048,true,14.221409266426557,false
26.0,4.765053673031998,true,16.0029332598078,false
27.0,4.8129795994599505,true,15.070217741159933,false
28.0,4.8371792432707155,true,15.493456676334834,false
29.0,4.861027597431831,true,15.915972493012097,false
30.0,4.88454023551395,true,16.337801637343496,false
31.0,4.907731519723798,true,16.758977217648113,false
32.0,4.930614812301723,true,17.179529874097753,false
33.0,4.95320255234992,true,17.599487917829105,false
34.0,4.975506344075923,true,18.018877571717724,false
35.0,4.9975370343678645,true,18.437723180068435,false
36.0,5.019304805614966,true,18.85604751454191,false
37.0,5.04081913885,true,19.27387144329721,false
38.0,5.0620890138371415,true,19.69121481314198,false
39.0,5.08312285958502,true,20.108096079582907,false
40.0,5.103928621641651,true,20.524532542404824,false
41.0,5.124513800573305,true,20.940540444658602,false
42.0,5.144885486556082,true,21.356135061003883,false
43.0,5.16505039055292,true,21.771330776773073,false
44.0,5.185014872481923,true,22.186141158920684,false
45.0,5.204784966725843,true,22.600579019853097,false
46.0,5.224366405285186,true,23.014656474993213,false
48.0,5.262984855930404,true,23.84177545198661,false
49.0,5.282032000510359,true,24.25483816416504,false
50.0,5.300910787957361,true,24.667582932934913,false
51.0,5.31962571978321,true,25.080019079296175,false
52.0,5.338181097125579,true,25.49215547607412,false
53.0,5.356581033157824,true,25.904000577569782,false
