Lambda_Values,Tau_0_Values,IsIrreducible,Tau_tilde_bounds,IsTransitionPoint
85.0,8.875425891449417,true,62.02153614622485,false
86.0,8.879226040034261,true,62.12437029531433,false
87.0,8.882940314836183,true,62.250139776099864,false
88.0,8.80912470411781,true,56.33345393805163,false
90.0,8.89361772022386,true,62.72580702039381,false
91.0,8.897035223590983,true,62.90831293597291,false
93.0,8.903677487731445,true,63.29853529995059,false
96.0,8.91319797202311,true,63.92939886010722,false
97.0,8.916262182249648,true,64.14827903202382,false
98.0,8.919274903040627,true,64.3702897690131,false
99.0,8.922237803595667,true,64.59484005052562,false
100.0,8.925152425162562,true,64.82138935157398,false
101.0,8.928020192289516,true,65.04943558734797,false
102.0,8.851611667297291,true,60.58310749777831,false
103.0,8.933620332109196,true,65.50814106514119,false
106.0,8.863084789686889,true,62.76976096837481,false
107.0,8.944309939838101,true,66.42340204864016,false
108.0,8.946881380108417,true,66.64906320289317,false
109.0,8.871582266220937,true,64.40821560203904,false
110.0,8.874394918222848,true,64.95408303341603,false
112.0,8.956784329827808,true,67.52222032009374,false
113.0,8.882774872791241,true,66.59085383416742,false
114.0,8.961512452426435,true,67.92976638527499,false
115.0,8.888314214492219,true,67.68135574039879,false
117.0,8.893816655616892,true,68.7713275982969,false
118.0,8.970525893533491,true,68.62463489642982,false
119.0,8.899282965380642,true,69.86077998713397,false
120.0,8.974800721157397,true,68.84113057205408,false
121.0,8.904713885832786,true,70.94972311756932,false
122.0,8.907416299862719,true,71.49400680536924,false
123.0,8.910110133204581,true,72.03816684962476,false
124.0,8.346777707598301,true,58.52431757555864,false
125.0,8.915472399171513,true,73.12612070964855,false
128.0,8.923453538783829,true,74.75715305038737,false
130.0,8.928733726650723,true,75.84392185995526,false
131.0,8.931361881400603,true,76.38713364477286,false
132.0,8.933982177036654,true,76.93023173424766,false
135.0,8.941796640796866,true,78.5588539293852,false
137.0,8.946968308702962,true,79.64405182272586,false
141.0,8.957222967588367,true,81.81316106538412,false
142.0,8.959768541666168,true,82.3551756519494,false
143.0,8.962307007065295,true,82.89708691388464,false
145.0,8.967362859361815,true,83.98060289016955,false
148.0,8.974894845943822,true,85.60512300959633,false
149.0,8.97739193199354,true,86.14643194674719,false
150.0,8.979882325416918,true,86.68764332217124,false
151.0,9.014467730349825,true,70.57703125451485,false
153.0,9.016752255144388,true,71.38601863958824,false
155.0,9.019029572950114,true,72.19481647083923,false
156.0,8.436040152227108,true,71.43042074907618,false
158.0,9.022432214184995,true,73.40766063998313,false
162.0,9.009264649692474,true,93.1748423707632,false
163.0,9.028068378113048,true,75.42814536987436,false
164.0,9.02919046139319,true,75.83210656685394,false
165.0,9.021531515608947,true,94.7960469713111,false
168.0,8.46807579903525,true,76.25511101410706,false
169.0,9.034775639240817,true,77.85124949153126,false
170.0,9.035887690008783,true,78.25494741472832,false
171.0,9.036998099745523,true,78.65860242197674,false
172.0,9.038106877099102,true,79.06221478131799,false
174.0,9.04031956884226,true,79.86931261490332,false
177.0,9.043626575152825,true,81.07964605175262,false
178.0,9.044725735324908,true,81.48300800159954,false
179.0,9.045823321426894,true,81.88632910473935,false
180.0,9.046919341484278,true,82.28960960801436,false
181.0,9.048013803449356,true,82.69284975573257,false
182.0,9.049106715202178,true,83.09604978969875,false
184.0,9.05128791923584,true,83.90233047126712,false
186.0,9.05346301521682,true,84.70845353829435,false
188.0,9.055632063680141,true,85.51442083833264,false
190.0,9.057795124092456,true,86.32023418192121,false
191.0,9.058874427077399,true,86.72308367596465,false
192.0,8.5301118231878,true,85.88374606967527,false
193.0,9.061028614642877,true,87.52866940111454,false
195.0,9.063176958326263,true,88.33410554070011,false
196.0,9.064248956229621,true,88.73676804490543,false
197.0,9.065319514063411,true,89.13939378339442,false
199.0,9.067456336837388,true,89.94453578514447,false
200.0,9.068522615290656,true,90.34705245441752,false
201.0,9.069587480701921,true,90.74953317005172,false
202.0,9.070650939686406,true,91.15197813022387,false
203.0,9.071712998804045,true,91.55438753122569,false
204.0,9.072773664560152,true,91.95676156748894,false
205.0,9.073832943406073,true,92.3591004316102,false
206.0,9.07489084173985,true,92.76140431437531,false
208.0,9.077002522200358,true,93.56590789006971,false
209.0,9.078056316862295,true,93.96810795573062,false
210.0,9.079108756083711,true,94.37027378554443,false
211.0,9.080159846005456,true,94.77240556159498,false
214.0,9.083305080640125,true,95.97859836304502,false
215.0,9.084350833787685,true,96.3805957117507,false
216.0,9.08539526760683,true,96.78255989245098,false
217.0,9.086438387949155,true,97.18449107751226,false
218.0,9.087480200619998,true,97.58638943775338,false
221.0,9.090597849973786,true,98.79188925494036,false
222.0,9.091634489104809,true,99.19365799381838,false
224.0,9.093703934943255,true,99.9970996537211,false
225.0,9.094736752685007,true,100.39877289719992,false
226.0,9.095768307593938,true,100.80041462899008,false
227.0,9.096798605081819,true,101.20202500683003,false
229.0,9.098855449235398,true,102.00515232480721,false
230.0,9.09988200651988,true,102.40666957366531,false
231.0,9.10090732762178,true,102.80815608604772,false
232.0,9.101931417750784,true,103.20961201303489,false
233.0,9.102954282077487,true,103.61103750442389,false
234.0,9.103975925733815,true,104.0124327087438,false
235.0,9.104996353813428,true,104.41379777327097,false
237.0,9.10703358342839,true,105.21643806587839,false
238.0,9.108050394963481,true,105.61771358238136,false
239.0,9.10906601092215,true,106.0189595359659,false
241.0,9.11109367570824,true,106.82136331814519,false
243.0,9.113116616626328,true,107.62365052836756,false
245.0,9.115134871954282,true,108.42582226435816,false
246.0,9.116142254333065,true,108.82686516767579,false
247.0,9.117148479419885,true,109.22787960603702,false
248.0,9.11815355184664,true,109.62886571171686,false
249.0,9.119157476212248,true,110.02982361592788,false
250.0,9.120160257082999,true,110.43075344883249,false
251.0,8.672900603187811,true,109.45819345165296,false
252.0,9.122162406443934,true,111.2325294161919,false
253.0,9.123161783906534,true,111.63337580582657,false
254.0,9.124160035819747,true,112.03419463453764,false
255.0,9.125157166591643,true,112.4349860274117,false
256.0,9.126153180599603,true,112.83575010855415,false
257.0,9.127148082190622,true,113.2364870011001,false
258.0,9.128141875681626,true,113.63719682722518,false
260.0,9.130126155482731,true,114.43853576418134,false
261.0,9.131116650279004,true,114.83916511466101,false
262.0,9.132106053948188,true,115.23976787803754,false
263.0,9.133094370661283,true,115.64034417184537,false
264.0,9.134081604560947,true,116.04089411272096,false
265.0,9.13506775976181,true,116.44141781641257,false
268.0,9.138019793902817,true,117.6428326487429,false
269.0,9.139001674903264,true,118.04325254374945,false
272.0,9.14194098246483,true,119.24435864180066,false
273.0,9.142918652924964,true,119.64467651147783,false
274.0,9.143895280499931,true,120.04496914727662,false
275.0,9.144870869038424,true,120.44523665656997,false
276.0,9.145845422363921,true,120.84547914594131,false
277.0,9.14681894427493,true,121.24569672119284,false
278.0,9.14779143854522,true,121.64588948735349,false
279.0,9.148762908924063,true,122.04605754868707,false
282.0,9.151671213841833,true,123.24641453505308,false
283.0,9.152638625665485,true,123.64648480468972,false
285.0,9.154570436405656,true,124.44655285966584,false
286.0,9.15553484251319,true,124.84655084396518,false
287.0,9.156498253868321,true,125.24652493093274,false
288.0,9.157460674009815,true,125.64647521829038,false
289.0,9.158422106454108,true,126.04640180306956,false
291.0,9.160342022206416,true,126.84618424960729,false
292.0,9.161300512437503,true,127.24604030203831,false
293.0,9.162258028817915,true,127.64587303324917,false
295.0,9.164170153636844,true,128.4454689060856,false
296.0,9.16512476882777,true,128.84523223312965,false
298.0,9.167031121497557,true,129.64469012722543,false
299.0,9.167982865604808,true,130.04438487588976,false
300.0,9.168933659278737,true,130.44405694567112,true
